Date,,Zsolarpowerwall2_Generation,Zsolarpowerwall2_Consumption,Zsolarpowerwall2_Surplus,Xider_Generation,Xider_Consumption,Xider_Surplus,SR Solaredge_Generation,SR Solaredge_Consumption,SR Solaredge_Surplus,Shygar-A_Generation,Shygar-A_Consumption,Shygar-A__Surplus,Shanon Ranch Valia_Generation,Shanon Ranch Valia_Consumption,Shanon Ranch Valia_Surplus,SDN-Eagle200_Generation,SDN-Eagle200_Consumption,SDN-Eagle200_Surplus,Rust Ohlone_Generation,Rust Ohlone_Consumption,Rust Ohlone_Surplus,Portola Springs - Irvine CA_Generation,Portola Springs - Irvine CA_Consumption,Portola Springs - Irvine CA_Surplus,ParkCrest_A_Generation,ParkCrest_A_Consumption,ParkCrest_A_Surplus,nedriv PV_Generation,nedriv PV_Consumption,nedriv PV_Surplus,Barry's Grid_Generation,Barry's Grid_Consumption,Barry's Grid_Surplus,Chateau Rando_Generation,Chateau Rando_Consumption,Chateau Rando_Surplus,Chula Vista_Generation,Chula Vista_Consumption,Chula Vista_Surplus,Chez Bier_Generation,Chez Bier_Consumption,Chez Bier_Surplus,cwsm_Generation,cwsm_Consumption,cwsm_Surplus,dublin-hills_Generation,dublin-hills_Consumption,dublin-hills_Surplus,Hacienda de Gomez_Generation,Hacienda de Gomez_Consumption,Hacienda de Gomez_Surplus, Mt. Tiburon CA_Generation, Mt. Tiburon CA_Consumption, Mt. Tiburon CA_Surplus,Hadleigh of South Hills_Generation,Hadleigh of South Hills_Consumption,Hadleigh of South Hills_Surplus,Heitman House_Generation,Heitman House_Consumption,Heitman House_Surplus,Modesto (Village One)_Generation,Modesto (Village One)_Consumption,Modesto (Village One)_Surplus,Los Angeles Home_Generation,Los Angeles Home_Consumption,Los Angeles Home_Surplus,LN Home_Generation,LN Home_Consumption,LN Home_Surplus,HHG-Plano_Generation,HHG-Plano_Consumption,HHG-Plano_Surplus,Little Orchard Solar_Generation,Little Orchard Solar_Consumption,Little Orchard Solar_Surplus,JakePV_Generation,JakePV_Consumption,JakePV_Surplus,Koko wa Greenwood_Generation,Koko wa Greenwood_Consumption,Koko wa Greenwood_Surplus,Rendezvous Ridge_Generation,Rendezvous Ridge_Consumption,Rendezvous Ridge_Surplus,Rendezvous Totals_Generation,Rendezvous Totals_Consumption,Rendezvous Totals_Surplus,San_Diego_RP_Generation,San_Diego_RP_Consumption,San_Diego_RP_Surplus,Schaffer_Generation,Schaffer_Consumption,Schaffer_Surplus,SolarEdge24_Generation,SolarEdge24_Consumption,SolarEdge24_Surplus,Smiser Residence_Generation,Smiser Residence_Consumption,Smiser Residence_Surplus
23-09-2022,,41.095,30.355,10.74,28.159,24.514,3.645,30.67,37.795,-41.44,37.553,64.409,-26.856,34.943,27.19,7.753,61.443,55.769,5.674,50.535,15.347,35.188,22.837,50.142,-27.305,22.762,89.303,-66.541,35.096,20.545,14.551,42.439,47.55,5.111,56.09,8.719,47.371,82.556,56.314,26.242,31.785,47.497,-15.712,30.952,25.057,5.895,34.748,20.399,14.349,37.562,27.381,10.181,38.352,70.986,-32.634,36.662,53.996,-17.334,21.511,16.694,4.817,61.787,55.717,6.07,34.73,28.629,6.101,37.401,35.024,2.377,19.566,37.753,-18.187,54.415,60.785,-6.37,29.27,21.985,7.285,56.491,51.619,4.872,23.094,24.197,-1.103,23.094,24.197,-1.103,29.143,36.331,-7.188,27.12,33.834,-6.714,39.986,15.496,24.49,33.586,19.323,14.263
22-09-2022,,43.954,24.022,19.932,29.975,28.009,1.966,33.348,31.274,-33.24,38.57,40.472,-1.902,36.101,64.979,-28.878,61.94,52.836,9.104,52.387,8.092,44.295,24.239,53.126,-28.887,24.226,71.55,-47.324,35.456,19.582,15.874,45.285,25.238,-20.047,59.512,8.754,50.758,85.706,61.571,24.135,31.401,38.576,-7.175,31.242,45.296,-14.054,30.743,16.158,14.585,40.122,16.586,23.536,39.387,34.708,4.679,37.4,47.515,-10.115,22.038,18.711,3.327,63.66,86.635,-22.975,36.998,26.935,10.063,39.945,34.411,5.534,20.538,47.37,-26.832,55.168,53.237,1.931,31.283,19.385,11.898,56.066,68.274,-12.208,23.353,50.578,-27.225,23.353,50.578,-27.225,31.352,19.897,11.455,28.604,30.843,-2.239,41.896,14.872,27.024,35.777,22.322,13.455
21-09-2022,,44.53,21.349,23.181,29.794,25.875,3.919,27.913,29.9,-33.819,26.208,34.321,-8.113,36.561,23.605,12.956,62.47,53.625,8.845,39.023,10.341,28.682,24.472,53.305,-28.833,24.371,63.461,-39.09,15.598,20.588,-4.99,45.434,25.305,-20.129,60.871,25.995,34.876,88.985,63.027,25.958,31.999,33.447,-1.448,22.356,26.058,-3.702,20.771,16.223,4.548,40.482,19.738,20.744,35.574,35.777,-0.203,38.929,86.28,-47.351,18.307,18.145,0.162,58.55,58.832,-0.282,37.442,25.182,12.26,40.548,31.13,9.418,20.623,41.865,-21.242,52.613,34.771,17.842,30.873,19.07,11.803,56.761,64.179,-7.418,8.367,16.25,-7.883,8.367,16.25,-7.883,27.213,21.028,6.185,28.415,40.998,-12.583,43.159,14.959,28.2,35.855,20.981,14.874
20-09-2022,,44.116,22.505,21.611,30.065,26.359,3.706,31.661,35.302,-39.008,31.269,32.105,-0.836,32.169,24.316,7.853,58.943,52.695,6.248,44.296,8.839,35.457,24.378,39.506,-15.128,24.782,37.345,-12.563,25.28,20.187,5.093,44.72,24.382,-20.338,59.132,10.889,48.243,88.959,52.395,36.564,22.72,38.133,-15.413,18.886,37.121,-18.235,24.31,17.699,6.611,40.295,18.448,21.847,28.718,64.811,-36.093,25.2,44.756,-19.556,21.34,17.419,3.921,53.034,61.132,-8.098,36.519,30.221,6.298,40.253,31.308,8.945,19.678,41.877,-22.199,56.112,49.755,6.357,31.23,17.318,13.912,52.624,65.042,-12.418,7.66,14.538,-6.878,7.66,14.538,-6.878,28.368,47.98,-19.612,28.535,43.395,-14.86,42.83,14.652,28.178,35.444,18.963,16.481
19-09-2022,,44.047,26.412,17.635,30.283,74.679,-44.396,30.266,35.456,8.94,26.507,64.211,-37.704,28.623,26.71,1.913,42.82,42.352,0.468,48.26,10.934,37.326,24.397,38.694,-14.297,24.04,36.815,-12.775,15.367,18.032,-2.665,43.422,39.817,-3.605,60.085,33.075,27.01,89.632,56.068,33.564,26.279,41.689,-15.41,23.163,23.154,0.009,20.325,18.916,1.409,40.327,11.834,28.493,38.976,35.908,3.068,37.212,91.336,-54.124,13.087,15.829,-2.742,36.294,75.552,-39.258,37.48,26.827,10.653,40.586,31.829,8.757,20.228,50.177,-29.949,45.71,26.94,18.77,31.362,15.952,15.41,53.378,58.614,-5.236,5.371,12.198,-6.827,5.371,12.198,-6.827,33.344,20.127,13.217,27.229,40.048,-12.819,41.596,14.524,27.072,35.534,18.824,16.71
18-09-2022,,41.324,44.555,-3.231,28.665,29.963,-1.298,35.386,45.962,-44.664,13.55,27.482,-13.932,29.524,60.128,-30.604,42.445,44.156,-1.711,18.305,10.446,7.859,22.252,27.467,-5.215,21.3,21.066,0.234,21.998,23.776,-1.778,34.916,31.609,-3.307,57.654,10.411,47.243,87.414,58.977,28.437,30.266,27.023,3.243,9.871,64.932,-55.061,30.001,11.723,18.278,36.613,18.875,17.738,6.858,47.046,-40.188,28.777,42.851,-14.074,11.735,19.348,-7.613,19.102,49.577,-30.475,33.127,28.76,4.367,35.831,32.983,2.848,21.138,45.667,-24.529,23.912,79,-55.088,27.911,20.927,6.984,57.104,66.393,-9.289,13.722,6.415,7.307,13.722,6.415,7.307,20.466,33.178,-12.712,25.171,42.43,-17.259,39.896,14.705,25.191,31.906,14.206,17.7
17-09-2022,,37.595,29.58,8.015,25.72,27.41,-1.69,24.555,33.991,-32.301,38.063,52.522,-14.459,37.165,24.632,12.533,62.692,53.575,9.117,46.45,8.875,37.575,20.694,59.367,-38.673,19.728,30.133,-10.405,36.71,24.334,12.376,34.598,34.446,-0.152,58.418,15.313,43.105,73.427,71.81,1.617,9.305,44.135,-34.83,23.811,41.382,-17.571,33.393,14.236,19.157,28.531,14.866,13.665,33.317,36.151,-2.834,24.084,46.501,-22.417,21.858,18.095,3.763,52.701,87.44,-34.739,24.466,28.184,-3.718,36.013,29.626,6.387,18.633,37.82,-19.187,54.48,49.124,5.356,24.906,21.77,3.136,57.707,59.271,-1.564,23.787,5.112,18.675,23.787,5.112,18.675,24.305,40.441,-16.136,22.714,47.37,-24.656,32.138,14.901,17.237,34.609,20.52,14.089
16-09-2022,,43.198,34.865,8.333,29.9,12.321,17.579,30.876,37.886,-55.465,37.249,38.666,-1.417,37.63,23.62,14.01,63.284,50.859,12.425,50.662,35.912,14.75,24.025,45.716,-21.691,23.908,36.882,-12.974,20.422,23.809,-3.387,43.708,40.846,-2.862,59.585,33.317,26.268,90.595,56.491,34.104,26.105,40.427,-14.322,31.162,48.607,-17.445,33.542,16.073,17.469,40.523,21.717,18.806,41.041,37.691,3.35,38.65,41.77,-3.12,17.57,21.033,-3.463,53.366,62.722,-9.356,37.205,30.728,6.477,39.006,29.914,9.092,19.517,30.999,-11.482,53.046,55.987,-2.941,29.423,17.823,11.6,53.682,65.148,-11.466,18.68,5.592,13.088,18.68,5.592,13.088,27.291,18.959,8.332,29.418,40.664,-11.246,43.619,17.506,26.113,33.767,16.735,17.032
15-09-2022,,45.745,26.931,18.814,30.157,30.119,0.038,35.344,36.834,-36.872,34.564,35.37,-0.806,38.367,30.465,7.902,64.129,52.849,11.28,46.446,17.218,29.228,23.188,59.46,-36.272,23.842,62.393,-38.551,37.124,27.094,10.03,43.381,37.352,-6.029,61.894,39.48,22.414,91.153,52.626,38.527,29.304,35.819,-6.515,29.229,38.378,-9.149,28.616,15.687,12.929,37.061,18.702,18.359,37.934,50.32,-12.386,36.379,47.792,-11.413,23.204,14.537,8.667,53.529,86.996,-33.467,34.911,35.411,-0.5,38.826,30.41,8.416,22.558,29.796,-7.238,44.834,44.631,0.203,29.246,18.346,10.9,55.169,65.486,-10.317,22.102,5.391,16.711,22.102,5.391,16.711,27.26,25.719,1.541,28.026,43.638,-15.612,40.491,14.979,25.512,35.322,16.952,18.37
14-09-2022,,34.834,26.478,8.356,24.631,38.112,-13.481,23.554,35.947,-22.466,39.589,35.431,4.158,39.782,45.69,-5.908,66.36,51.906,14.454,34.772,8.192,26.58,21.825,31.06,-9.235,13.836,63.601,-49.765,36.497,20.851,15.646,43.939,29.706,-14.233,61.61,35.595,26.015,73.284,75.284,-2,21.285,53.048,-31.763,23.961,24.053,-0.092,32.379,15.023,17.356,35.364,22.413,12.951,26.93,56.842,-29.912,34.176,85.584,-51.408,23.116,15.169,7.947,53.579,54.611,-1.032,34.115,32.037,2.078,41.222,30.456,10.766,22.239,34.446,-12.207,51.22,44.807,6.413,23.37,23.705,-0.335,52.101,61.611,-9.51,23.376,13.334,10.042,23.376,13.334,10.042,12.932,22.03,-9.098,25.88,46.145,-20.265,31.521,16.835,14.686,34.483,19.13,15.353
13-09-2022,,41.96,31.363,10.597,25.678,49.259,-23.581,25.126,52.593,-29.012,39.665,42.166,-2.501,36.115,63.282,-27.167,52.8,65.025,-12.225,54.368,8.151,46.217,20.269,74.269,-54,23.22,27.521,-4.301,35.734,23.368,12.366,38.237,45.959,7.722,59.261,25.544,33.717,86.974,111.148,-24.174,25.238,45.054,-19.816,33.167,30.354,2.813,28.143,19.482,8.661,31.559,30.958,0.601,43.14,40.072,3.068,36.87,58.564,-21.694,23.652,16.25,7.402,52.281,83.073,-30.792,31.259,39.722,-8.463,38.505,30.236,8.269,22.042,30.419,-8.377,53.854,55.703,-1.849,28.917,28.831,0.086,48.109,56.999,-8.89,18.889,47.33,-28.441,18.889,47.33,-28.441,23.492,28.187,-4.695,25.35,71.418,-46.068,31.883,15.681,16.202,31.8,15.648,16.152
12-09-2022,,20.716,29.175,-8.459,14.285,38.443,-24.158,18.196,46.376,-22.218,26.829,37.96,-11.131,35.727,40.803,-5.076,62.421,78.628,-16.207,44.847,45.886,-1.039,19.81,67.768,-47.958,16.295,54.868,-38.573,12.117,16.753,-4.636,37.063,59.347,22.284,61.42,36.14,25.28,73.568,108.101,-34.533,30.41,23.466,6.944,27.223,33.8,-6.577,18.085,19.678,-1.593,17.732,16.289,1.443,31.031,44.678,-13.647,33.339,67.649,-34.31,11.542,35.431,-23.889,43.066,81.485,-38.419,28.325,38.542,-10.217,28.638,32.095,-3.457,22.474,25.615,-3.141,39.967,28.731,11.236,13.419,31.801,-18.382,16.847,56.203,-39.356,8.617,4.776,3.841,8.617,4.776,3.841,7.505,45.66,-38.155,22.443,65.321,-42.878,25.053,16.177,8.876,26.177,18.387,7.79
11-09-2022,,42.73,45.77,-3.04,24.83,50.063,-25.233,27.397,62.136,-36.903,22.226,50.812,-28.586,34.516,60.243,-25.727,61.842,81.665,-19.823,38.805,10.532,28.273,21.582,48.598,-27.016,22.126,46.989,-24.863,26.897,23.176,3.721,40.207,70.83,30.623,60.098,52.083,8.015,76.634,116.279,-39.645,24.024,53.292,-29.268,20.861,60.283,-39.422,21.037,21.856,-0.819,30.92,24.697,6.223,25.186,34.586,-9.4,30.046,119.444,-89.398,20.379,16.575,3.804,39.069,86.107,-47.038,34.699,35.42,-0.721,37.158,32.837,4.321,21.929,27.217,-5.288,39.82,102.656,-62.836,27.289,33.538,-6.249,11.735,70.204,-58.469,15.339,6.528,8.811,15.339,6.528,8.811,26.755,53.878,-27.123,27.151,68.998,-41.847,35.708,15.789,19.919,34.585,9.845,24.74
10-09-2022,,18.855,25.408,-6.553,10.75,85.985,-75.235,13.947,49.477,25.758,23.894,38.308,-14.414,23.948,118.317,-94.369,37.399,89.269,-51.87,29.338,9.016,20.322,8.437,35.918,-27.481,12.071,34.349,-22.278,21.919,20.616,1.303,16.691,53.614,36.923,22.69,27.529,-4.839,8.394,118.121,-109.727,20.614,23.683,-3.069,17.59,66.595,-49.005,32.666,33.932,-1.266,12.226,15.615,-3.389,18.253,56.34,-38.087,18.147,67.361,-49.214,15.778,38.439,-22.661,26.087,106.546,-80.459,12.621,29.995,-17.374,16.107,31.043,-14.936,22.389,31.278,-8.889,33.147,80.68,-47.533,10.116,25.878,-15.762,33.36,61.784,-28.424,13.336,4.339,8.997,13.336,4.339,8.997,6.061,41.714,-35.653,8.486,65.706,-57.22,17.969,26.22,-8.251,13.721,20.136,-6.415
09-09-2022,,6.817,23.419,-16.602,5.022,110.353,-105.331,5.123,44.437,60.894,34.503,61.146,-26.643,31.593,78.764,-47.171,52.438,96.733,-44.295,51.149,7.688,43.461,4.512,44.997,-40.485,5.537,32.987,-27.45,23.275,21.09,2.185,10.668,46.189,35.521,22.475,63.428,-40.953,12.424,188.202,-175.778,17.314,20.089,-2.775,30.75,50.687,-19.937,31.928,48.192,-16.264,5.82,30.013,-24.193,38.752,65.954,-27.202,28.669,75.922,-47.253,15.853,55.117,-39.264,49.866,126.418,-76.552,13.792,40.202,-26.41,7.909,42.884,-34.975,22.285,38.021,-15.736,51.865,104.204,-52.339,4.127,38.874,-34.747,42.504,68.128,-25.624,13.95,8.693,5.257,13.95,8.693,5.257,2.724,38.667,-35.943,6.035,64.286,-58.251,4.555,54.164,-49.609,6.665,22.853,-16.188
08-09-2022,,22.493,37.166,-14.673,12.654,43.699,-31.045,13.737,50.073,-19.028,34.857,60.326,-25.469,33.597,42.557,-8.96,57.995,93.102,-35.107,53.345,7.915,45.43,15.72,70.545,-54.825,13.562,43.065,-29.503,35.069,34.106,0.963,32.958,65.174,32.216,44.794,54.943,-10.149,41.528,167.566,-126.038,29.196,31.696,-2.5,29.576,87.378,-57.802,33.06,33.563,-0.503,17.887,37.872,-19.985,37.871,96.036,-58.165,14.674,88.041,-73.367,20.664,69.001,-48.337,50.252,113.523,-63.271,18.267,49.852,-31.585,25.941,41.383,-15.442,19.652,36.723,-17.071,51.755,87.912,-36.157,13.253,35.883,-22.63,50.648,78.702,-28.054,21.956,3.312,18.644,21.956,3.312,18.644,6.81,38.16,-31.35,19.844,78.877,-59.033,17.93,71.048,-53.118,22.87,12.543,10.327
07-09-2022,,43.527,39.378,4.149,28.821,48.209,-19.388,30.2,63.641,-44.253,35.609,53.591,-17.982,36.987,52.018,-15.031,58.205,105.048,-46.843,53.174,7.897,45.277,18.529,61.378,-42.849,24.727,49.08,-24.353,36.687,28.329,8.358,40.921,73.23,32.309,49.746,47.869,1.877,82.372,148.059,-65.687,29.021,50.407,-21.386,30.339,64.576,-34.237,32.47,48.268,-15.798,36.108,46.952,-10.844,40.179,75.428,-35.249,33.516,93.699,-60.183,22.842,57.38,-34.538,51.381,98.963,-47.582,31.44,50.29,-18.85,35.577,47.767,-12.19,19.604,40.52,-20.916,52.342,128.928,-76.586,27.234,39.325,-12.091,53.834,84.834,-31,23.463,4.462,19.001,23.463,4.462,19.001,24.387,32.859,-8.472,22.935,74.799,-51.864,39.845,84.189,-44.344,34.376,19.214,15.162
06-09-2022,,44.206,34.815,9.391,29.139,52.773,-23.634,30.971,52.304,-28.67,33.736,62.084,-28.348,37.241,48.374,-11.133,59.93,109.184,-49.254,54.272,7.654,46.618,21.104,82.924,-61.82,25.164,56.003,-30.839,38.143,30.685,7.458,42.723,77.275,34.552,56.341,30.439,25.902,86.102,110.688,-24.586,29.715,53.038,-23.323,30.843,92.275,-61.432,32.42,30.192,2.228,36.379,44.396,-8.017,39.246,139.112,-99.866,34.007,131.989,-97.982,22.989,64.844,-41.855,49.949,89.292,-39.343,32.752,56.305,-23.553,38.535,32.536,5.999,22.321,43.29,-20.969,52.031,55.974,-3.943,27.575,39.854,-12.279,47.484,63.893,-16.409,23.319,4.022,19.297,23.319,4.022,19.297,24.725,32.288,-7.563,24.798,74.193,-49.395,40.185,70.79,-30.605,34.976,11.915,23.061
05-09-2022,,44.634,42.645,1.989,29.288,74.434,-45.146,30.399,82.385,-37.239,35.196,70.893,-35.697,38.641,59.576,-20.935,60.938,97.279,-36.341,53.886,9.063,44.823,23.044,112.989,-89.945,25.647,105.132,-79.485,37.853,30.241,7.612,43.004,83.567,40.563,57.767,72.185,-14.418,88.18,121.801,-33.621,29.729,66.956,-37.227,29.938,77.219,-47.281,33.622,19.263,14.359,36.887,47.668,-10.781,37.003,99.156,-62.153,33.902,117.222,-83.32,23.346,55.101,-31.755,52.021,136.122,-84.101,33.324,65.337,-32.013,39.039,26.64,12.399,21.269,33.143,-11.874,52.926,66.693,-13.767,27.827,47.405,-19.578,45.444,79.006,-33.562,24.262,47.512,-23.25,24.262,47.512,-23.25,19.483,51.709,-32.226,26.009,80.02,-54.011,40.518,80.078,-39.56,35.17,20.583,14.587
04-09-2022,,41.305,49.512,-8.207,24.315,69.599,-45.284,23.741,85.44,-40.156,36.109,51.26,-15.151,38.797,84.92,-46.123,61.273,94.082,-32.809,55.914,28.562,27.352,20.17,74.715,-54.545,23.519,78.054,-54.535,39.243,28.086,11.157,26.886,78.975,52.089,39.52,91.79,-52.27,68.848,209.661,-140.813,29.349,65.762,-36.413,31.108,64.044,-32.936,35.01,18.781,16.229,29.734,54.936,-25.202,39.076,62.493,-23.417,32.71,118.648,-85.938,24.179,49.588,-25.409,54.305,157.311,-103.006,32.602,63.7,-31.098,27.229,23.737,3.492,13.241,31.16,-17.919,55.075,46.996,8.079,21.204,48.373,-27.169,48.895,59.848,-10.953,24.751,3.066,21.685,24.751,3.066,21.685,19.388,47.771,-28.383,21.72,83.158,-61.438,31.688,107.362,-75.674,27.385,22.42,4.965
03-09-2022,,43.75,45.472,-1.722,28.312,129.966,-101.654,28.737,82.918,18.736,36.798,55.54,-18.742,39.711,43.893,-4.182,64.429,85.63,-21.201,58.898,38.396,20.502,18.877,77.001,-58.124,24.474,75.816,-51.342,39.757,21.907,17.85,41.414,89.728,48.314,57.962,50.361,7.601,81.731,145.893,-64.162,30.425,38.693,-8.268,32.265,41.752,-9.487,35.715,20.188,15.527,35.801,46.324,-10.523,40.878,48.303,-7.425,34.869,103.804,-68.935,24.576,52,-27.424,55.086,107.37,-52.284,33.313,52.479,-19.166,32.541,28.983,3.558,17.201,42.524,-25.323,55.896,46.284,9.612,27.344,43.419,-16.075,46.656,66.376,-19.72,25.177,6.923,18.254,25.177,6.923,18.254,21.157,50.66,-29.503,24.375,81.454,-57.079,39.764,85.93,-46.166,30.57,23.192,7.378
02-09-2022,,44.111,43.813,0.298,27.633,121.745,-94.112,30.031,68.773,25.339,37.324,56.294,-18.97,38.177,97.832,-59.655,64.368,100.613,-36.245,57.424,7.819,49.605,22.129,71.374,-49.245,25.307,60.906,-35.599,39.423,23.886,15.537,43.408,62.444,19.036,58.917,34.191,24.726,74.566,129.246,-54.68,31.121,52.381,-21.26,33.055,22.235,10.82,34.63,19.616,15.014,35.896,46.978,-11.082,42.001,68.339,-26.338,34.855,91.6,-56.745,24.581,66.426,-41.845,55.027,129.289,-74.262,30.683,60.882,-30.199,39.754,31.722,8.032,13.025,30.112,-17.087,56.663,87.804,-31.141,26.35,37.716,-11.366,51.734,52.848,-1.114,25.274,56.117,-30.843,25.274,56.117,-30.843,23.766,49.694,-25.928,26.065,81.185,-55.12,39.81,76.503,-36.693,35.235,21.117,14.118
01-09-2022,,44.389,39.356,5.033,28.133,66.37,-38.237,30.214,57.194,-18.957,36.867,49.943,-13.076,40.678,47.064,-6.386,64.887,89.56,-24.673,59.819,8.366,51.453,21.058,92.633,-71.575,25.574,50.912,-25.338,40.026,27.807,12.219,41.432,69.586,28.154,59.091,29.006,30.085,83.35,110.521,-27.171,30.147,30.71,-0.563,32.976,30.117,2.859,35.424,18.342,17.082,35.327,42.13,-6.803,41.416,75.779,-34.363,35.748,95.203,-59.455,24.979,57.428,-32.449,55.188,116.504,-61.316,35.105,61.726,-26.621,38.553,31.879,6.674,10.157,33.557,-23.4,56.954,51.218,5.736,26.538,35.409,-8.871,52.821,56.278,-3.457,25.594,6.245,19.349,25.594,6.245,19.349,25.808,34.738,-8.93,23.504,71.217,-47.713,38.536,73.229,-34.693,32.86,26.34,6.52
31-08-2022,,46.327,33.798,12.529,29.752,49.542,-19.79,30.577,55.363,-35.573,38.515,45.77,-7.255,42.385,64.047,-21.662,67.362,85.603,-18.241,57.824,24.796,33.028,22.669,86.806,-64.137,26.122,47.801,-21.679,41.142,23.297,17.845,44.807,73.778,28.971,64.035,12.925,51.11,84.853,110.166,-25.313,32.011,31.29,0.721,33.803,35.46,-1.657,35.453,16.968,18.485,39.2,37.043,2.157,42.791,40.579,2.212,36.336,115.972,-79.636,25.804,58.806,-33.002,57.005,92.394,-35.389,35.245,50.864,-15.619,41.217,31.935,9.282,13.72,38.574,-24.854,52.066,23.949,28.117,28.61,31.06,-2.45,52.598,66.749,-14.151,26.116,5.289,20.827,26.116,5.289,20.827,27.019,28.851,-1.832,26.842,65.459,-38.617,41.033,61.862,-20.829,36.186,21.744,14.442
30-08-2022,,47.299,30.687,16.612,30.443,35.237,-4.794,31.42,41.285,-36.491,37.383,50.763,-13.38,43.03,87.022,-43.992,68.467,87.897,-19.43,57.246,8.002,49.244,23.762,54.846,-31.084,27.049,41.033,-13.984,40.898,27.198,13.7,45.379,24.161,-21.218,52.826,15.726,37.1,88.327,94.92,-6.593,31.329,40.375,-9.046,33.315,31.122,2.193,35.128,18.35,16.778,39.036,37.524,1.512,42.932,65.471,-22.539,37.258,69.083,-31.825,25.767,30.483,-4.716,56.461,77.464,-21.003,36.124,39.818,-3.694,42.067,30.175,11.892,11.553,38.794,-27.241,58.135,53.669,4.466,29.259,27.313,1.946,51.205,67.661,-16.456,25.491,14.304,11.187,25.491,14.304,11.187,31.316,43.101,-11.785,29.138,75.449,-46.311,42.121,62.076,-19.955,37.159,22.867,14.292
29-08-2022,,47.656,31.762,15.894,29.804,81.903,-52.099,36.591,43.077,9.022,36.255,89.776,-53.521,42.823,49.778,-6.955,67.938,80.851,-12.913,49.453,8.575,40.878,23.244,54.593,-31.349,27.74,26.507,1.233,40.5,20.693,19.807,36.577,33.203,-3.374,68.561,13.967,54.594,90.419,89.06,1.359,31.58,48.863,-17.283,33.384,46.118,-12.734,36.949,18.078,18.871,36.919,30.22,6.699,38.457,33.561,4.896,37.889,82.058,-44.169,25.834,23.187,2.647,55.291,109.409,-54.118,36.362,38.986,-2.624,41.145,29.685,11.46,20.331,55.027,-34.696,57.191,38.13,19.061,28.131,30.148,-2.017,54.41,64.402,-9.992,26.045,22.62,3.425,26.045,22.62,3.425,27.55,60.099,-32.549,24.582,53.62,-29.038,41.749,54.773,-13.024,36.67,21.851,14.819
28-08-2022,,46.988,46.817,0.171,29.904,45.628,-15.724,26.702,36.056,-20.332,38.539,29.567,8.972,44.006,84.168,-40.162,70.131,77.512,-7.381,54.8,7.453,47.347,23.047,75.614,-52.567,26.575,51.507,-24.932,42.106,26.968,15.138,35.675,52.548,16.873,68.564,54.244,14.32,89.623,86.046,3.577,29.162,23.201,5.961,35.947,30.686,5.261,35.998,16.783,19.215,35.309,30.847,4.462,32.673,71.292,-38.619,38.179,69.364,-31.185,26.852,20.527,6.325,57.91,93.321,-35.411,35.233,41.649,-6.416,40.746,28.564,12.182,21.738,52.176,-30.438,59.068,70.097,-11.029,28.433,25.48,2.953,54.164,56.739,-2.575,26.812,6.101,20.711,26.812,6.101,20.711,23.496,34.472,-10.976,23.697,54.319,-30.622,41.769,43.785,-2.016,35.587,23.956,11.631
27-08-2022,,48.956,33.641,15.315,29.679,49.69,-20.011,32.441,45.662,-25.651,38.675,26.761,11.914,44.179,79.972,-35.793,70.289,82.422,-12.133,49.802,10.089,39.713,24.487,78.632,-54.145,27.808,42.505,-14.697,42.261,23.833,18.428,37.573,56.204,18.631,66.923,18.115,48.808,90.488,92.809,-2.321,29.54,21.321,8.219,34.741,49.75,-15.009,36.245,19.036,17.209,34.776,30.628,4.148,41.95,39.395,2.555,37.942,61.843,-23.901,26.962,27.357,-0.395,58.261,133.459,-75.198,37,43.281,-6.281,43.677,31.051,12.626,18.718,45.65,-26.932,57.977,78.815,-20.838,27.942,25.897,2.045,52.931,53.993,-1.062,26.765,3.468,23.297,26.765,3.468,23.297,21.688,45.905,-24.217,26.076,62.851,-36.775,41.416,45.122,-3.706,34.23,22.937,11.293
26-08-2022,,48.117,40.073,8.044,30.601,27.146,3.455,30.779,49.685,-53.14,38.347,70.578,-32.231,44.693,76.93,-32.237,71.088,84.632,-13.544,50.955,15.431,35.524,23.89,70.857,-46.967,27.701,49.648,-21.947,42.732,27.943,14.789,43.563,54.583,11.02,66.513,16.688,49.825,90.047,90.094,-0.047,31.037,29.462,1.575,34.775,30.088,4.687,37.236,18.535,18.701,35.686,36.282,-0.596,39.354,67.84,-28.486,38.281,60.721,-22.44,27.164,27.696,-0.532,58.24,63.16,-4.92,36.864,43.768,-6.904,43.011,29.732,13.279,20.785,47.754,-26.969,57.794,101.693,-43.899,0,28.061,-28.061,53.623,55.416,-1.793,27.019,4.483,22.536,27.019,4.483,22.536,28.404,52.524,-24.12,25.514,59.981,-34.467,42.054,61.886,-19.832,37.676,20.76,16.916
